2023-09-29 17:18:52.340 | DEBUG    | paddlespeech.s2t:<module>:41 - register user softmax to paddle, remove this when fixed!
2023-09-29 17:18:59.918 | INFO     | paddlespeech.s2t.modules.embedding:__init__:150 - max len: 5000
2023-09-29 17:19:00.017 | DEBUG    | paddlespeech.s2t.models.u2.u2:_init_from_config:913 - U2 Decoder type: transformer
2023-09-29 17:19:00.094 | DEBUG    | paddlespeech.s2t.modules.loss:__init__:40 - CTCLoss Loss reduction: sum, div-bs: True
2023-09-29 17:19:00.094 | DEBUG    | paddlespeech.s2t.modules.loss:__init__:42 - CTCLoss Grad Norm Type: None
2023-09-29 17:19:00.095 | DEBUG    | paddlespeech.s2t.modules.loss:__init__:73 - CTCLoss() kwargs:{'norm_by_times': False}, not support: {'norm_by_batchsize': False, 'norm_by_total_logits_len': False}
2023-09-29 17:19:04.932 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 11], dtype=int64, place=Place(gpu:0), stop_gradient=True,
       [[5536, 4485, 4732, 2050, 181 , 3184, 1822, 1013, 3762, 4204, 782 ],
        [5536, 4485, 4732, 2050, 181 , 931 , 1822, 1013, 3762, 4204, 782 ],
        [5536, 4485, 4732, 2050, 181 , 3184, 1822, 1013, 3762, 4204, 5536],
        [5536, 4485, 4732, 2050, 181 , 3184, 1822, 2137, 3762, 4204, 782 ],
        [5536, 4485, 4732, 2050, 181 , 3184, 5239, 1013, 3762, 4204, 782 ],
        [5536, 4485, 4732, 2050, 181 , 931 , 1822, 1013, 3762, 4204, 5536],
        [5536, 4485, 4732, 2050, 181 , 931 , 1822, 2137, 3762, 4204, 782 ],
        [5536, 4485, 4732, 2050, 181 , 931 , 5239, 1013, 3762, 4204, 782 ],
        [5536, 4485, 4732, 2050, 181 , 3184, 1822, 2137, 3762, 4204, 5536],
        [5536, 4485, 4732, 2050, 181 , 3184, 5239, 1013, 3762, 4204, 5536]]) 5536 5536 -1
2023-09-29 17:19:04.994 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 10 l2r score: -17.91593074798584 ctc_score: -2.2799711413796944 reverse_weight: 0.0
2023-09-29 17:19:04.994 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 10 l2r score: -18.41189479827881 ctc_score: -3.0884758709853855 reverse_weight: 0.0
2023-09-29 17:19:04.994 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 9 l2r score: -18.684643745422363 ctc_score: -3.2324219655548516 reverse_weight: 0.0
2023-09-29 17:19:04.994 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 10 l2r score: -20.778441429138184 ctc_score: -3.2649774827697753 reverse_weight: 0.0
2023-09-29 17:19:04.994 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 10 l2r score: -20.389734268188477 ctc_score: -3.3871909144345063 reverse_weight: 0.0
2023-09-29 17:19:04.994 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 5 len 9 l2r score: -18.839998245239258 ctc_score: -4.040926695160543 reverse_weight: 0.0
2023-09-29 17:19:04.994 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 6 len 10 l2r score: -20.4253830909729 ctc_score: -4.073497188433366 reverse_weight: 0.0
2023-09-29 17:19:04.994 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 7 len 10 l2r score: -21.002324104309082 ctc_score: -4.195710620098097 reverse_weight: 0.0
2023-09-29 17:19:04.994 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 8 len 9 l2r score: -21.414053916931152 ctc_score: -4.2174283069449325 reverse_weight: 0.0
2023-09-29 17:19:04.995 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 9 len 9 l2r score: -21.162382125854492 ctc_score: -4.3396417386096635 reverse_weight: 0.0
2023-09-29 17:19:04.995 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:608 - result: ((4485, 4732, 2050, 181, 3184, 1822, 1013, 3762, 4204, 782), -2.2799711413796944)
2023-09-29 17:19:05.301 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 7], dtype=int64, place=Place(gpu:0), stop_gradient=True,
       [[5536, 1275, 3727, 4850, 1719, 2141, 4483],
        [5536, 1275, 3727, 1473, 1719, 2141, 4483],
        [5536, 1275, 58  , 4850, 1719, 2141, 4483],
        [5536, 1275, 58  , 1473, 1719, 2141, 4483],
        [5536, 1275, 2899, 4850, 1719, 2141, 4483],
        [5536, 1275, 3984, 4850, 1719, 2141, 4483],
        [5536, 1275, 2899, 1473, 1719, 2141, 4483],
        [5536, 1275, 3984, 1473, 1719, 2141, 4483],
        [5536, 1275, 5169, 4850, 1719, 2141, 4483],
        [5536, 1275, 2557, 4850, 1719, 2141, 4483]]) 5536 5536 -1
2023-09-29 17:19:05.316 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 6 l2r score: -3.3479480743408203 ctc_score: -2.151681262428047 reverse_weight: 0.0
2023-09-29 17:19:05.317 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 6 l2r score: -3.0118417739868164 ctc_score: -2.408536579020724 reverse_weight: 0.0
2023-09-29 17:19:05.317 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 6 l2r score: -4.272578239440918 ctc_score: -2.513701016741083 reverse_weight: 0.0
2023-09-29 17:19:05.317 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 6 l2r score: -3.925166130065918 ctc_score: -2.77055633333376 reverse_weight: 0.0
2023-09-29 17:19:05.317 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 6 l2r score: -3.952113151550293 ctc_score: -2.9689584375624194 reverse_weight: 0.0
2023-09-29 17:19:05.317 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 5 len 6 l2r score: -5.75913143157959 ctc_score: -2.9850414674498076 reverse_weight: 0.0
2023-09-29 17:19:05.317 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 6 len 6 l2r score: -3.0887813568115234 ctc_score: -3.2258137541550966 reverse_weight: 0.0
2023-09-29 17:19:05.317 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 7 len 6 l2r score: -4.289755821228027 ctc_score: -3.241896784042485 reverse_weight: 0.0
2023-09-29 17:19:05.317 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 8 len 6 l2r score: -5.247185707092285 ctc_score: -3.738219719261909 reverse_weight: 0.0
2023-09-29 17:19:05.317 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 9 len 6 l2r score: -4.973814010620117 ctc_score: -3.956743089459085 reverse_weight: 0.0
2023-09-29 17:19:05.317 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:608 - result: ((1275, 3727, 1473, 1719, 2141, 4483), -2.408536579020724)
2023-09-29 17:19:05.538 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 7], dtype=int64, place=Place(gpu:0), stop_gradient=True,
       [[5536, 1275, 3727, 1473, 1719, 5515, 712 ],
        [5536, 1275, 3727, 1473, 1719, 5515, 748 ],
        [5536, 1275, 3727, 1473, 1719, 5515, 861 ],
        [5536, 1275, 3727, 1473, 1719, 5515, 98  ],
        [5536, 1275, 3727, 1473, 1719, 5368, 712 ],
        [5536, 1275, 58  , 1473, 1719, 5515, 712 ],
        [5536, 1275, 3727, 1473, 1719, 602 , 712 ],
        [5536, 1275, 2899, 1473, 1719, 5515, 712 ],
        [5536, 1275, 5451, 1473, 1719, 5515, 712 ],
        [5536, 1275, 2557, 1473, 1719, 5515, 712 ]]) 5536 5536 -1
2023-09-29 17:19:05.553 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 6 l2r score: -6.137836456298828 ctc_score: -0.8586608250077599 reverse_weight: 0.0
2023-09-29 17:19:05.553 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 6 l2r score: -3.4676895141601562 ctc_score: -2.610745214010757 reverse_weight: 0.0
2023-09-29 17:19:05.553 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 6 l2r score: -3.270695686340332 ctc_score: -2.915206484937015 reverse_weight: 0.0
2023-09-29 17:19:05.553 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 6 l2r score: -4.124715805053711 ctc_score: -3.000697742893948 reverse_weight: 0.0
2023-09-29 17:19:05.553 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 6 l2r score: -5.172115325927734 ctc_score: -3.543550197002468 reverse_weight: 0.0
2023-09-29 17:19:05.554 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 5 len 6 l2r score: -8.73917007446289 ctc_score: -3.9223948170709573 reverse_weight: 0.0
2023-09-29 17:19:05.554 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 6 len 6 l2r score: -8.731531143188477 ctc_score: -4.038808729652836 reverse_weight: 0.0
2023-09-29 17:19:05.554 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 7 len 6 l2r score: -7.543514251708984 ctc_score: -4.083394888538767 reverse_weight: 0.0
2023-09-29 17:19:05.554 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 8 len 6 l2r score: -9.314226627349854 ctc_score: -4.243811719163007 reverse_weight: 0.0
2023-09-29 17:19:05.554 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 9 len 6 l2r score: -9.156824111938477 ctc_score: -4.295314879668891 reverse_weight: 0.0
2023-09-29 17:19:05.554 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:608 - result: ((1275, 3727, 1473, 1719, 5515, 861), -2.915206484937015)
2023-09-29 17:19:05.745 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 7], dtype=int64, place=Place(gpu:0), stop_gradient=True,
       [[5536, 1275, 3727, 1473, 1719, 212 , 5277],
        [5536, 1275, 58  , 1473, 1719, 212 , 5277],
        [5536, 1275, 2557, 1473, 1719, 212 , 5277],
        [5536, 1275, 3727, 1473, 782 , 212 , 5277],
        [5536, 1275, 2181, 1473, 1719, 212 , 5277],
        [5536, 1275, 5451, 1473, 1719, 212 , 5277],
        [5536, 1275, 3984, 1473, 1719, 212 , 5277],
        [5536, 1275, 2899, 1473, 1719, 212 , 5277],
        [5536, 1275, 5118, 1473, 1719, 212 , 5277],
        [5536, 1275, 4318, 1473, 1719, 212 , 5277]]) 5536 5536 -1
2023-09-29 17:19:05.758 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 6 l2r score: -1.939103126525879 ctc_score: -0.7128088261952912 reverse_weight: 0.0
2023-09-29 17:19:05.758 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 6 l2r score: -4.489603042602539 ctc_score: -2.701789591765193 reverse_weight: 0.0
2023-09-29 17:19:05.758 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 6 l2r score: -3.8197078704833984 ctc_score: -2.881183463037432 reverse_weight: 0.0
2023-09-29 17:19:05.758 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 6 l2r score: -3.3463516235351562 ctc_score: -3.079862684501177 reverse_weight: 0.0
2023-09-29 17:19:05.759 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 6 l2r score: -4.552141189575195 ctc_score: -3.102520734040308 reverse_weight: 0.0
2023-09-29 17:19:05.759 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 5 len 6 l2r score: -5.564131259918213 ctc_score: -3.5914783467857245 reverse_weight: 0.0
2023-09-29 17:19:05.759 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 6 len 6 l2r score: -4.1474504470825195 ctc_score: -3.9533042897788886 reverse_weight: 0.0
2023-09-29 17:19:05.759 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 7 len 6 l2r score: -3.84377384185791 ctc_score: -3.9970312108604316 reverse_weight: 0.0
2023-09-29 17:19:05.759 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 8 len 6 l2r score: -6.6337456703186035 ctc_score: -4.048098563155353 reverse_weight: 0.0
2023-09-29 17:19:05.759 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 9 len 6 l2r score: -7.405510902404785 ctc_score: -4.308471678694904 reverse_weight: 0.0
2023-09-29 17:19:05.759 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:608 - result: ((1275, 3727, 1473, 1719, 212, 5277), -0.7128088261952912)
2023-09-29 17:19:05.956 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 7], dtype=int64, place=Place(gpu:0), stop_gradient=True,
       [[5536, 1275, 3727, 1473, 98  , 3590, 3184],
        [5536, 1275, 3727, 1473, 98  , 3590, 425 ],
        [5536, 1275, 3727, 1473, 98  , 1188, 3184],
        [5536, 1275, 3727, 1473, 98  , 1188, 425 ],
        [5536, 1275, 3727, 1473, 98  , 1184, 3184],
        [5536, 1275, 3727, 1473, 98  , 452 , 3184],
        [5536, 1275, 3727, 1473, 98  , 1184, 425 ],
        [5536, 1275, 3727, 1473, 98  , 452 , 425 ],
        [5536, 1275, 2899, 1473, 98  , 3590, 3184],
        [5536, 1275, 3727, 1473, 782 , 3590, 3184]]) 5536 5536 -1
2023-09-29 17:19:05.972 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 6 l2r score: -5.761621475219727 ctc_score: -3.904308714544423 reverse_weight: 0.0
2023-09-29 17:19:05.972 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 6 l2r score: -7.811563968658447 ctc_score: -4.026519702085893 reverse_weight: 0.0
2023-09-29 17:19:05.972 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 6 l2r score: -7.290963649749756 ctc_score: -4.137307296646667 reverse_weight: 0.0
2023-09-29 17:19:05.972 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 6 l2r score: -6.9058003425598145 ctc_score: -4.259518284188136 reverse_weight: 0.0
2023-09-29 17:19:05.973 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 6 l2r score: -6.140030860900879 ctc_score: -4.352317305301263 reverse_weight: 0.0
2023-09-29 17:19:05.973 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 5 len 6 l2r score: -8.309914112091064 ctc_score: -4.407867556507656 reverse_weight: 0.0
2023-09-29 17:19:05.973 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 6 len 6 l2r score: -7.598005771636963 ctc_score: -4.474528292842732 reverse_weight: 0.0
2023-09-29 17:19:05.973 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 7 len 6 l2r score: -3.6860036849975586 ctc_score: -4.530078544049125 reverse_weight: 0.0
2023-09-29 17:19:05.973 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 8 len 6 l2r score: -4.284618377685547 ctc_score: -4.574144502132447 reverse_weight: 0.0
2023-09-29 17:19:05.973 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 9 len 6 l2r score: -6.642242431640625 ctc_score: -4.589838947706633 reverse_weight: 0.0
2023-09-29 17:19:05.974 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:608 - result: ((1275, 3727, 1473, 98, 452, 425), -4.530078544049125)
2023-09-29 17:19:06.157 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 7], dtype=int64, place=Place(gpu:0), stop_gradient=True,
       [[5536, 1275, 2899, 1473, 1719, 4934, 649 ],
        [5536, 1275, 58  , 1473, 1719, 4934, 649 ],
        [5536, 1275, 3727, 1473, 1719, 4934, 649 ],
        [5536, 1275, 2899, 1473, 1719, 4934, 2978],
        [5536, 1275, 2899, 1473, 57  , 4934, 649 ],
        [5536, 1275, 3984, 1473, 1719, 4934, 649 ],
        [5536, 1275, 2899, 1473, 1719, 4934, 2906],
        [5536, 1275, 58  , 1473, 1719, 4934, 2978],
        [5536, 1275, 2899, 1473, 1719, 4934, 1390],
        [5536, 1275, 2899, 1473, 1719, 3009, 649 ]]) 5536 5536 -1
2023-09-29 17:19:06.171 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 6 l2r score: -6.686795234680176 ctc_score: -3.7923897663063024 reverse_weight: 0.0
2023-09-29 17:19:06.171 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 6 l2r score: -8.714974880218506 ctc_score: -4.185322173442898 reverse_weight: 0.0
2023-09-29 17:19:06.171 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 6 l2r score: -7.600996494293213 ctc_score: -4.308008690470047 reverse_weight: 0.0
2023-09-29 17:19:06.171 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 6 l2r score: -7.0782952308654785 ctc_score: -4.341994837566526 reverse_weight: 0.0
2023-09-29 17:19:06.171 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 6 l2r score: -8.966042518615723 ctc_score: -4.455676709928748 reverse_weight: 0.0
2023-09-29 17:19:06.171 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 5 len 6 l2r score: -8.021728038787842 ctc_score: -4.534561653726883 reverse_weight: 0.0
2023-09-29 17:19:06.172 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 6 len 6 l2r score: -11.23287582397461 ctc_score: -4.671212765495532 reverse_weight: 0.0
2023-09-29 17:19:06.172 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 7 len 6 l2r score: -8.667195320129395 ctc_score: -4.7349272447031225 reverse_weight: 0.0
2023-09-29 17:19:06.172 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 8 len 6 l2r score: -6.8923749923706055 ctc_score: -4.747971150200122 reverse_weight: 0.0
2023-09-29 17:19:06.172 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 9 len 6 l2r score: -5.768609046936035 ctc_score: -4.832218225832392 reverse_weight: 0.0
2023-09-29 17:19:06.172 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:608 - result: ((1275, 2899, 1473, 1719, 3009, 649), -4.832218225832392)
2023-09-29 17:19:06.390 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 7], dtype=int64, place=Place(gpu:0), stop_gradient=True,
       [[5536, 146 , 5253, 98  , 1275, 2899, 1473],
        [5536, 146 , 5253, 98  , 323 , 2899, 1473],
        [5536, 1075, 5253, 98  , 1275, 2899, 1473],
        [5536, 1075, 5253, 98  , 323 , 2899, 1473],
        [5536, 146 , 5253, 98  , 1663, 2899, 1473],
        [5536, 146 , 5253, 98  , 1275, 4318, 1473],
        [5536, 146 , 5253, 98  , 301 , 2899, 1473],
        [5536, 146 , 5253, 98  , 1275, 58  , 1473],
        [5536, 146 , 5253, 98  , 323 , 4318, 1473],
        [5536, 146 , 5253, 98  , 323 , 58  , 1473]]) 5536 5536 -1
2023-09-29 17:19:06.404 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 6 l2r score: -2.664431571960449 ctc_score: -1.4282059999313717 reverse_weight: 0.0
2023-09-29 17:19:06.404 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 6 l2r score: -4.662881851196289 ctc_score: -1.6137476053719175 reverse_weight: 0.0
2023-09-29 17:19:06.405 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 6 l2r score: -3.628464698791504 ctc_score: -2.3303770814799036 reverse_weight: 0.0
2023-09-29 17:19:06.405 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 6 l2r score: -5.957173824310303 ctc_score: -2.5159186869204495 reverse_weight: 0.0
2023-09-29 17:19:06.405 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 6 l2r score: -5.8109331130981445 ctc_score: -3.7944385948001913 reverse_weight: 0.0
2023-09-29 17:19:06.405 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 5 len 6 l2r score: -5.666522979736328 ctc_score: -3.8029466029703625 reverse_weight: 0.0
2023-09-29 17:19:06.405 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 6 len 6 l2r score: -4.005406856536865 ctc_score: -3.880120400845011 reverse_weight: 0.0
2023-09-29 17:19:06.405 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 7 len 6 l2r score: -6.170406341552734 ctc_score: -3.9614138682390263 reverse_weight: 0.0
2023-09-29 17:19:06.405 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 8 len 6 l2r score: -7.782940864562988 ctc_score: -3.988488208410908 reverse_weight: 0.0
2023-09-29 17:19:06.405 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 9 len 6 l2r score: -7.2626237869262695 ctc_score: -4.146955473679571 reverse_weight: 0.0
2023-09-29 17:19:06.405 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:608 - result: ((146, 5253, 98, 1275, 2899, 1473), -1.4282059999313717)
2023-09-29 17:19:06.565 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 6], dtype=int64, place=Place(gpu:0), stop_gradient=True,
       [[5536, 591 , 4827, 1470, 2445, 5536],
        [5536, 591 , 4827, 1229, 2445, 5536],
        [5536, 591 , 4827, 612 , 2445, 5536],
        [5536, 591 , 4827, 3228, 2445, 5536],
        [5536, 591 , 3446, 1470, 2445, 5536],
        [5536, 591 , 4827, 1470, 656 , 5536],
        [5536, 591 , 4827, 4381, 1470, 2445],
        [5536, 591 , 3767, 1470, 2445, 5536],
        [5536, 591 , 4827, 1470, 5523, 5536],
        [5536, 591 , 4827, 1559, 2445, 5536]]) 5536 5536 -1
2023-09-29 17:19:06.580 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 4 l2r score: -7.728578567504883 ctc_score: -1.034790970062442 reverse_weight: 0.0
2023-09-29 17:19:06.580 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 4 l2r score: -7.276723384857178 ctc_score: -2.2891698405016143 reverse_weight: 0.0
2023-09-29 17:19:06.580 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 4 l2r score: -12.092924118041992 ctc_score: -2.8439505983037185 reverse_weight: 0.0
2023-09-29 17:19:06.581 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 4 l2r score: -11.357297420501709 ctc_score: -3.415524128601951 reverse_weight: 0.0
2023-09-29 17:19:06.581 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 4 l2r score: -7.620590686798096 ctc_score: -3.711410233899408 reverse_weight: 0.0
2023-09-29 17:19:06.581 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 5 len 4 l2r score: -6.10158634185791 ctc_score: -3.8411650237160306 reverse_weight: 0.0
2023-09-29 17:19:06.581 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 6 len 5 l2r score: -15.644670486450195 ctc_score: -4.107600913156468 reverse_weight: 0.0
2023-09-29 17:19:06.581 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 7 len 4 l2r score: -9.761229515075684 ctc_score: -4.455471057040816 reverse_weight: 0.0
2023-09-29 17:19:06.581 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 8 len 4 l2r score: -11.546604633331299 ctc_score: -4.775689559848843 reverse_weight: 0.0
2023-09-29 17:19:06.581 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 9 len 4 l2r score: -8.192615032196045 ctc_score: -4.883295942819273 reverse_weight: 0.0
2023-09-29 17:19:06.581 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:608 - result: ((591, 4827, 1470, 656), -3.8411650237160306)
2023-09-29 17:19:06.933 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 9], dtype=int64, place=Place(gpu:0), stop_gradient=True,
       [[5536, 1294, 4381, 36  , 1719, 5123, 179 , 2560, 782 ],
        [5536, 1294, 4381, 36  , 1719, 782 , 179 , 2560, 782 ],
        [5536, 1294, 4381, 36  , 1719, 1124, 179 , 2560, 782 ],
        [5536, 1294, 4381, 36  , 1719, 179 , 2560, 782 , 5536],
        [5536, 1294, 4381, 36  , 3935, 5123, 179 , 2560, 782 ],
        [5536, 1294, 4381, 36  , 1719, 5123, 179 , 2560, 667 ],
        [5536, 1294, 4381, 36  , 3935, 782 , 179 , 2560, 782 ],
        [5536, 1294, 4381, 36  , 1719, 782 , 179 , 2560, 667 ],
        [5536, 1294, 4381, 36  , 3935, 1124, 179 , 2560, 782 ],
        [5536, 1294, 4381, 36  , 1719, 1124, 179 , 2560, 667 ]]) 5536 5536 -1
2023-09-29 17:19:06.951 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 8 l2r score: -8.452465057373047 ctc_score: -3.730357659060592 reverse_weight: 0.0
2023-09-29 17:19:06.951 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 8 l2r score: -7.585813522338867 ctc_score: -3.7342702796016516 reverse_weight: 0.0
2023-09-29 17:19:06.951 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 8 l2r score: -10.197754383087158 ctc_score: -3.8065158964714985 reverse_weight: 0.0
2023-09-29 17:19:06.952 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 7 l2r score: -8.738956451416016 ctc_score: -4.072371032149904 reverse_weight: 0.0
2023-09-29 17:19:06.952 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 8 l2r score: -10.597480773925781 ctc_score: -4.26204888482152 reverse_weight: 0.0
