2023-08-27 18:46:53.155 | DEBUG    | paddlespeech.s2t:<module>:41 - register user softmax to paddle, remove this when fixed!
 '骸',
 '骼',
 '髂',
 '髅',
 '髋',
 '髌',
 '髓',
 '高',
 '髡',
 '髦',
 '髯',
 '髻',
 '鬃',
 '鬄',
 '鬓',
 '鬟',
 '鬣',
 '鬶',
 '鬻',
 '鬼',
 '魁',
 '魂',
 '魃',
 '魄',
 '魅',
 '魇',
 '魉',
 '魍',
 '魏',
 '魑',
 '魔',
 '鱼',
 '鱿',
 '鲀',
 '鲁',
 '鲅',
 '鲇',
 '鲈',
 '鲍',
 '鲑',
 '鲛',
 '鲜',
 '鲟',
 '鲠',
 '鲢',
 '鲤',
 '鲧',
 '鲨',
 '鲫',
 '鲲',
 '鲳',
 '鲶',
 '鲷',
 '鲸',
 '鳃',
 '鳄',
 '鳅',
 '鳌',
 '鳍',
 '鳏',
 '鳐',
 '鳕',
 '鳖',
 '鳗',
 '鳜',
 '鳝',
 '鳞',
 '鳟',
 '鸟',
 '鸠',
 '鸡',
 '鸢',
 '鸣',
 '鸥',
 '鸦',
 '鸨',
 '鸩',
 '鸪',
 '鸬',
 '鸭',
 '鸮',
 '鸯',
 '鸱',
 '鸳',
 '鸵',
 '鸷',
 '鸽',
 '鸾',
 '鸿',
 '鹂',
 '鹃',
 '鹄',
 '鹅',
 '鹈',
 '鹉',
 '鹊',
 '鹌',
 '鹏',
 '鹑',
 '鹕',
 '鹗',
 '鹘',
 '鹚',
 '鹜',
 '鹞',
 '鹤',
 '鹦',
 '鹧',
 '鹩',
 '鹪',
 '鹫',
 '鹬',
 '鹭',
 '鹰',
 '鹳',
 '鹿',
 '麋',
 '麒',
 '麓',
 '麝',
 '麟',
 '麦',
 '麴',
 '麸',
 '麻',
 '麼',
 '麽',
 '麾',
 '黄',
 '黍',
 '黎',
 '黏',
 '黑',
 '黔',
 '默',
 '黛',
 '黜',
 '黝',
 '黠',
 '黢',
 '黩',
 '黯',
 '鼎',
 '鼓',
 '鼠',
 '鼬',
 '鼹',
 '鼻',
 '鼾',
 '齁',
 '齉',
 '齐',
 '齿',
 '龄',
 '龅',
 '龇',
 '龈',
 '龊',
 '龋',
 '龌',
 '龙',
 '龚',
 '龛',
 '龟',
 '<eos>']
2023-08-27 18:46:57.498 | DEBUG    | paddlespeech.s2t.frontend.featurizer.text_featurizer:_load_vocabulary_from_file:229 - BLANK id: 0
2023-08-27 18:46:57.498 | DEBUG    | paddlespeech.s2t.frontend.featurizer.text_featurizer:_load_vocabulary_from_file:230 - UNK id: 1
2023-08-27 18:46:57.498 | DEBUG    | paddlespeech.s2t.frontend.featurizer.text_featurizer:_load_vocabulary_from_file:231 - EOS id: 5536
2023-08-27 18:46:57.498 | DEBUG    | paddlespeech.s2t.frontend.featurizer.text_featurizer:_load_vocabulary_from_file:232 - SOS id: 5536
2023-08-27 18:46:57.498 | DEBUG    | paddlespeech.s2t.frontend.featurizer.text_featurizer:_load_vocabulary_from_file:233 - SPACE id: -1
2023-08-27 18:46:57.498 | DEBUG    | paddlespeech.s2t.frontend.featurizer.text_featurizer:_load_vocabulary_from_file:234 - MASKCTC id: -1
2023-08-27 18:46:57.513 | INFO     | paddlespeech.s2t.modules.ctc:<module>:45 - paddlespeech_ctcdecoders not installed!
2023-08-27 18:46:57.528 | DEBUG    | paddlespeech.s2t.models.u2.u2:_init_from_config:901 - U2 Encoder type: conformer
2023-08-27 18:46:57.643 | INFO     | paddlespeech.s2t.modules.embedding:__init__:150 - max len: 5000
2023-08-27 18:47:00.080 | DEBUG    | paddlespeech.s2t.models.u2.u2:_init_from_config:913 - U2 Decoder type: transformer
2023-08-27 18:47:01.268 | DEBUG    | paddlespeech.s2t.modules.loss:__init__:40 - CTCLoss Loss reduction: sum, div-bs: True
2023-08-27 18:47:01.268 | DEBUG    | paddlespeech.s2t.modules.loss:__init__:42 - CTCLoss Grad Norm Type: None
2023-08-27 18:47:01.269 | DEBUG    | paddlespeech.s2t.modules.loss:__init__:73 - CTCLoss() kwargs:{'norm_by_times': False}, not support: {'norm_by_batchsize': False, 'norm_by_total_logits_len': False}
2023-08-27 18:47:03.210 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 11], dtype=int64, place=Place(cpu), stop_gradient=True,
       [[5536, 4485, 4732, 2050, 181 , 3184, 1822, 1013, 3762, 4204, 782 ],
        [5536, 4485, 4732, 2050, 181 , 931 , 1822, 1013, 3762, 4204, 782 ],
        [5536, 4485, 4732, 2050, 181 , 3184, 1822, 1013, 3762, 4204, 5536],
        [5536, 4485, 4732, 2050, 181 , 3184, 1822, 2137, 3762, 4204, 782 ],
        [5536, 4485, 4732, 2050, 181 , 3184, 5239, 1013, 3762, 4204, 782 ],
        [5536, 4485, 4732, 2050, 181 , 931 , 1822, 1013, 3762, 4204, 5536],
        [5536, 4485, 4732, 2050, 181 , 931 , 1822, 2137, 3762, 4204, 782 ],
        [5536, 4485, 4732, 2050, 181 , 931 , 5239, 1013, 3762, 4204, 782 ],
        [5536, 4485, 4732, 2050, 181 , 3184, 1822, 2137, 3762, 4204, 5536],
        [5536, 4485, 4732, 2050, 181 , 3184, 5239, 1013, 3762, 4204, 5536]]) 5536 5536 -1
2023-08-27 18:47:03.524 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 10 l2r score: -17.915213756263256 ctc_score: -2.27869863365393 reverse_weight: 0.0
2023-08-27 18:47:03.525 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 10 l2r score: -18.411494620144367 ctc_score: -3.086360288607937 reverse_weight: 0.0
2023-08-27 18:47:03.525 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 9 l2r score: -18.684817537665367 ctc_score: -3.230961455221884 reverse_weight: 0.0
2023-08-27 18:47:03.525 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 10 l2r score: -20.777936056256294 ctc_score: -3.266379196298123 reverse_weight: 0.0
2023-08-27 18:47:03.525 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 10 l2r score: -20.389106392860413 ctc_score: -3.3874442859778036 reverse_weight: 0.0
2023-08-27 18:47:03.525 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 5 len 9 l2r score: -18.840037740767002 ctc_score: -4.038623110175891 reverse_weight: 0.0
2023-08-27 18:47:03.525 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 6 len 10 l2r score: -20.426454603672028 ctc_score: -4.074055813561275 reverse_weight: 0.0
2023-08-27 18:47:03.525 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 7 len 10 l2r score: -21.001344077289104 ctc_score: -4.195120903240956 reverse_weight: 0.0
2023-08-27 18:47:03.525 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 8 len 9 l2r score: -21.414502568542957 ctc_score: -4.218642017866077 reverse_weight: 0.0
2023-08-27 18:47:03.525 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 9 len 9 l2r score: -21.163014248013496 ctc_score: -4.339707107545758 reverse_weight: 0.0
2023-08-27 18:47:03.525 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:608 - result: ((4485, 4732, 2050, 181, 3184, 1822, 1013, 3762, 4204, 782), -2.27869863365393)
2023-08-27 18:47:03.966 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 7], dtype=int64, place=Place(cpu), stop_gradient=True,
       [[5536, 1275, 3727, 4850, 1719, 2141, 4483],
        [5536, 1275, 3727, 1473, 1719, 2141, 4483],
        [5536, 1275, 58  , 4850, 1719, 2141, 4483],
        [5536, 1275, 58  , 1473, 1719, 2141, 4483],
        [5536, 1275, 2899, 4850, 1719, 2141, 4483],
        [5536, 1275, 3984, 4850, 1719, 2141, 4483],
        [5536, 1275, 2899, 1473, 1719, 2141, 4483],
        [5536, 1275, 3984, 1473, 1719, 2141, 4483],
        [5536, 1275, 5169, 4850, 1719, 2141, 4483],
        [5536, 1275, 2557, 4850, 1719, 2141, 4483]]) 5536 5536 -1
2023-08-27 18:47:04.173 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 6 l2r score: -3.3501229248940945 ctc_score: -2.1530524082346942 reverse_weight: 0.0
2023-08-27 18:47:04.173 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 6 l2r score: -3.0112184062600136 ctc_score: -2.408799517616851 reverse_weight: 0.0
2023-08-27 18:47:04.173 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 6 l2r score: -4.2728776559233665 ctc_score: -2.513083750517933 reverse_weight: 0.0
2023-08-27 18:47:04.174 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 6 l2r score: -3.9245356544852257 ctc_score: -2.7688308599000897 reverse_weight: 0.0
2023-08-27 18:47:04.174 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 6 l2r score: -3.9533854871988297 ctc_score: -2.967533409119426 reverse_weight: 0.0
2023-08-27 18:47:04.174 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 5 len 6 l2r score: -5.760387398302555 ctc_score: -2.98579749245246 reverse_weight: 0.0
2023-08-27 18:47:04.174 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 6 len 6 l2r score: -3.088694766163826 ctc_score: -3.2232805185015825 reverse_weight: 0.0
2023-08-27 18:47:04.174 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 7 len 6 l2r score: -4.289542779326439 ctc_score: -3.2415446018346166 reverse_weight: 0.0
2023-08-27 18:47:04.174 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 8 len 6 l2r score: -5.248670935630798 ctc_score: -3.739887457210007 reverse_weight: 0.0
2023-08-27 18:47:04.174 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 9 len 6 l2r score: -4.975443638861179 ctc_score: -3.95686682838996 reverse_weight: 0.0
2023-08-27 18:47:04.174 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:608 - result: ((1275, 3727, 1473, 1719, 2141, 4483), -2.408799517616851)
2023-08-27 18:47:04.571 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 7], dtype=int64, place=Place(cpu), stop_gradient=True,
       [[5536, 1275, 3727, 1473, 1719, 5515, 712 ],
        [5536, 1275, 3727, 1473, 1719, 5515, 748 ],
        [5536, 1275, 3727, 1473, 1719, 5515, 861 ],
        [5536, 1275, 3727, 1473, 1719, 5515, 98  ],
        [5536, 1275, 3727, 1473, 1719, 5368, 712 ],
        [5536, 1275, 58  , 1473, 1719, 5515, 712 ],
        [5536, 1275, 3727, 1473, 1719, 602 , 712 ],
        [5536, 1275, 2899, 1473, 1719, 5515, 712 ],
        [5536, 1275, 5451, 1473, 1719, 5515, 712 ],
        [5536, 1275, 2557, 1473, 1719, 5515, 712 ]]) 5536 5536 -1
2023-08-27 18:47:04.770 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 6 l2r score: -6.138599775731564 ctc_score: -0.8585054287197232 reverse_weight: 0.0
2023-08-27 18:47:04.771 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 6 l2r score: -3.468549855053425 ctc_score: -2.6102288089391035 reverse_weight: 0.0
2023-08-27 18:47:04.771 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 6 l2r score: -3.271631419658661 ctc_score: -2.915752456121364 reverse_weight: 0.0
2023-08-27 18:47:04.771 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 6 l2r score: -4.125546760857105 ctc_score: -3.0018386348230974 reverse_weight: 0.0
2023-08-27 18:47:04.771 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 6 l2r score: -5.170676074922085 ctc_score: -3.543181341990582 reverse_weight: 0.0
2023-08-27 18:47:04.771 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 5 len 6 l2r score: -8.740227162837982 ctc_score: -3.9214564369885077 reverse_weight: 0.0
2023-08-27 18:47:04.771 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 6 len 6 l2r score: -8.732784286141396 ctc_score: -4.0393382484938645 reverse_weight: 0.0
2023-08-27 18:47:04.771 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 7 len 6 l2r score: -7.545318603515625 ctc_score: -4.081180492604891 reverse_weight: 0.0
2023-08-27 18:47:04.771 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 8 len 6 l2r score: -9.314927659928799 ctc_score: -4.2412158531030375 reverse_weight: 0.0
2023-08-27 18:47:04.771 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 9 len 6 l2r score: -9.158537551760674 ctc_score: -4.293802387859406 reverse_weight: 0.0
2023-08-27 18:47:04.771 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:608 - result: ((1275, 3727, 1473, 1719, 5515, 861), -2.915752456121364)
2023-08-27 18:47:05.127 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 7], dtype=int64, place=Place(cpu), stop_gradient=True,
       [[5536, 1275, 3727, 1473, 1719, 212 , 5277],
        [5536, 1275, 58  , 1473, 1719, 212 , 5277],
        [5536, 1275, 2557, 1473, 1719, 212 , 5277],
        [5536, 1275, 3727, 1473, 782 , 212 , 5277],
        [5536, 1275, 2181, 1473, 1719, 212 , 5277],
        [5536, 1275, 5451, 1473, 1719, 212 , 5277],
        [5536, 1275, 3984, 1473, 1719, 212 , 5277],
        [5536, 1275, 2899, 1473, 1719, 212 , 5277],
        [5536, 1275, 5118, 1473, 1719, 212 , 5277],
        [5536, 1275, 4318, 1473, 1719, 212 , 5277]]) 5536 5536 -1
2023-08-27 18:47:05.323 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 6 l2r score: -1.9376615211367607 ctc_score: -0.7125368623099987 reverse_weight: 0.0
2023-08-27 18:47:05.323 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 6 l2r score: -4.488273657858372 ctc_score: -2.6994213309182786 reverse_weight: 0.0
2023-08-27 18:47:05.323 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 6 l2r score: -3.820596281439066 ctc_score: -2.8817935271983965 reverse_weight: 0.0
2023-08-27 18:47:05.323 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 6 l2r score: -3.3469573110342026 ctc_score: -3.079847365584873 reverse_weight: 0.0
2023-08-27 18:47:05.323 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 6 l2r score: -4.550910070538521 ctc_score: -3.1023344801191497 reverse_weight: 0.0
2023-08-27 18:47:05.323 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 5 len 6 l2r score: -5.563379287719727 ctc_score: -3.5887257553164007 reverse_weight: 0.0
2023-08-27 18:47:05.323 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 6 len 6 l2r score: -4.147022254765034 ctc_score: -3.954099366766596 reverse_weight: 0.0
2023-08-27 18:47:05.323 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 7 len 6 l2r score: -3.842277329415083 ctc_score: -3.996333787542963 reverse_weight: 0.0
2023-08-27 18:47:05.323 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 8 len 6 l2r score: -6.632272765040398 ctc_score: -4.049378106695795 reverse_weight: 0.0
2023-08-27 18:47:05.324 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 9 len 6 l2r score: -7.403877653181553 ctc_score: -4.307768533331537 reverse_weight: 0.0
2023-08-27 18:47:05.324 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:608 - result: ((1275, 3727, 1473, 1719, 212, 5277), -0.7125368623099987)
2023-08-27 18:47:05.687 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 7], dtype=int64, place=Place(cpu), stop_gradient=True,
       [[5536, 1275, 3727, 1473, 98  , 3590, 3184],
        [5536, 1275, 3727, 1473, 98  , 3590, 425 ],
        [5536, 1275, 3727, 1473, 98  , 1188, 3184],
        [5536, 1275, 3727, 1473, 98  , 1188, 425 ],
        [5536, 1275, 3727, 1473, 98  , 1184, 3184],
        [5536, 1275, 3727, 1473, 98  , 452 , 3184],
        [5536, 1275, 3727, 1473, 98  , 1184, 425 ],
        [5536, 1275, 3727, 1473, 98  , 452 , 425 ],
        [5536, 1275, 2899, 1473, 98  , 3590, 3184],
        [5536, 1275, 3727, 1473, 782 , 3590, 3184]]) 5536 5536 -1
2023-08-27 18:47:05.884 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 6 l2r score: -5.761218033730984 ctc_score: -3.905105107346836 reverse_weight: 0.0
2023-08-27 18:47:05.884 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 6 l2r score: -7.813730925321579 ctc_score: -4.025869063191712 reverse_weight: 0.0
2023-08-27 18:47:05.884 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 6 l2r score: -7.289519503712654 ctc_score: -4.135752878256463 reverse_weight: 0.0
2023-08-27 18:47:05.884 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 6 l2r score: -6.906819336116314 ctc_score: -4.256516834101339 reverse_weight: 0.0
2023-08-27 18:47:05.885 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 6 l2r score: -6.139493986964226 ctc_score: -4.351665996395711 reverse_weight: 0.0
2023-08-27 18:47:05.885 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 5 len 6 l2r score: -8.307919010519981 ctc_score: -4.409388740564465 reverse_weight: 0.0
2023-08-27 18:47:05.885 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 6 len 6 l2r score: -7.599750138819218 ctc_score: -4.472429952240587 reverse_weight: 0.0
2023-08-27 18:47:05.885 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 7 len 6 l2r score: -3.685797445476055 ctc_score: -4.53015269640934 reverse_weight: 0.0
2023-08-27 18:47:05.885 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 8 len 6 l2r score: -4.28311014175415 ctc_score: -4.575513158761908 reverse_weight: 0.0
2023-08-27 18:47:05.885 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 9 len 6 l2r score: -6.641076028347015 ctc_score: -4.590577444158927 reverse_weight: 0.0
2023-08-27 18:47:05.885 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:608 - result: ((1275, 3727, 1473, 98, 452, 425), -4.53015269640934)
2023-08-27 18:47:06.224 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 7], dtype=int64, place=Place(cpu), stop_gradient=True,
       [[5536, 1275, 2899, 1473, 1719, 4934, 649 ],
        [5536, 1275, 58  , 1473, 1719, 4934, 649 ],
        [5536, 1275, 3727, 1473, 1719, 4934, 649 ],
        [5536, 1275, 2899, 1473, 1719, 4934, 2978],
        [5536, 1275, 2899, 1473, 57  , 4934, 649 ],
        [5536, 1275, 3984, 1473, 1719, 4934, 649 ],
        [5536, 1275, 2899, 1473, 1719, 4934, 2906],
        [5536, 1275, 58  , 1473, 1719, 4934, 2978],
        [5536, 1275, 2899, 1473, 1719, 4934, 1390],
        [5536, 1275, 2899, 1473, 1719, 3009, 649 ]]) 5536 5536 -1
2023-08-27 18:47:06.420 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 6 l2r score: -6.685046799480915 ctc_score: -3.7923201247038363 reverse_weight: 0.0
2023-08-27 18:47:06.420 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 6 l2r score: -8.716472394764423 ctc_score: -4.187435492055333 reverse_weight: 0.0
2023-08-27 18:47:06.421 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 6 l2r score: -7.600836798548698 ctc_score: -4.309280868314267 reverse_weight: 0.0
2023-08-27 18:47:06.421 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 6 l2r score: -7.077263504266739 ctc_score: -4.342882767671597 reverse_weight: 0.0
2023-08-27 18:47:06.421 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 6 l2r score: -8.961538270115852 ctc_score: -4.451869616443941 reverse_weight: 0.0
2023-08-27 18:47:06.421 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 5 len 6 l2r score: -8.022272482514381 ctc_score: -4.534775253079892 reverse_weight: 0.0
2023-08-27 18:47:06.421 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 6 len 6 l2r score: -11.233656510710716 ctc_score: -4.674150148230812 reverse_weight: 0.0
2023-08-27 18:47:06.421 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 7 len 6 l2r score: -8.669142864644527 ctc_score: -4.737998135023094 reverse_weight: 0.0
2023-08-27 18:47:06.421 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 8 len 6 l2r score: -6.891632407903671 ctc_score: -4.7480093630135265 reverse_weight: 0.0
2023-08-27 18:47:06.421 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 9 len 6 l2r score: -5.76914069801569 ctc_score: -4.831521958586422 reverse_weight: 0.0
2023-08-27 18:47:06.421 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:608 - result: ((1275, 2899, 1473, 1719, 3009, 649), -4.831521958586422)
2023-08-27 18:47:06.827 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 7], dtype=int64, place=Place(cpu), stop_gradient=True,
       [[5536, 146 , 5253, 98  , 1275, 2899, 1473],
        [5536, 146 , 5253, 98  , 323 , 2899, 1473],
        [5536, 1075, 5253, 98  , 1275, 2899, 1473],
        [5536, 1075, 5253, 98  , 323 , 2899, 1473],
        [5536, 146 , 5253, 98  , 1663, 2899, 1473],
        [5536, 146 , 5253, 98  , 1275, 4318, 1473],
        [5536, 146 , 5253, 98  , 301 , 2899, 1473],
        [5536, 146 , 5253, 98  , 1275, 58  , 1473],
        [5536, 146 , 5253, 98  , 323 , 4318, 1473],
        [5536, 146 , 5253, 98  , 323 , 58  , 1473]]) 5536 5536 -1
2023-08-27 18:47:07.025 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 6 l2r score: -2.6639089472591877 ctc_score: -1.4263015582020553 reverse_weight: 0.0
2023-08-27 18:47:07.025 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 6 l2r score: -4.664015952497721 ctc_score: -1.615732266961313 reverse_weight: 0.0
2023-08-27 18:47:07.026 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 6 l2r score: -3.626804403960705 ctc_score: -2.3281006686892227 reverse_weight: 0.0
2023-08-27 18:47:07.026 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 6 l2r score: -5.957648389041424 ctc_score: -2.5175313774484804 reverse_weight: 0.0
2023-08-27 18:47:07.026 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 6 l2r score: -5.812458347529173 ctc_score: -3.794515063917926 reverse_weight: 0.0
2023-08-27 18:47:07.026 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 5 len 6 l2r score: -5.664514642208815 ctc_score: -3.801446551097137 reverse_weight: 0.0
2023-08-27 18:47:07.026 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 6 len 6 l2r score: -4.006338778883219 ctc_score: -3.8806841990777037 reverse_weight: 0.0
2023-08-27 18:47:07.026 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 7 len 6 l2r score: -6.167491931468248 ctc_score: -3.9609399698322156 reverse_weight: 0.0
2023-08-27 18:47:07.026 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 8 len 6 l2r score: -7.782437849789858 ctc_score: -3.9908772598563953 reverse_weight: 0.0
2023-08-27 18:47:07.026 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 9 len 6 l2r score: -7.258984159678221 ctc_score: -4.150370678591474 reverse_weight: 0.0
2023-08-27 18:47:07.026 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:608 - result: ((146, 5253, 98, 1275, 2899, 1473), -1.4263015582020553)
2023-08-27 18:47:07.337 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:563 - hyps pad: Tensor(shape=[10, 6], dtype=int64, place=Place(cpu), stop_gradient=True,
       [[5536, 591 , 4827, 1470, 2445, 5536],
        [5536, 591 , 4827, 1229, 2445, 5536],
        [5536, 591 , 4827, 612 , 2445, 5536],
        [5536, 591 , 4827, 3228, 2445, 5536],
        [5536, 591 , 3446, 1470, 2445, 5536],
        [5536, 591 , 4827, 1470, 656 , 5536],
        [5536, 591 , 4827, 4381, 1470, 2445],
        [5536, 591 , 3767, 1470, 2445, 5536],
        [5536, 591 , 4827, 1470, 5523, 5536],
        [5536, 591 , 4827, 1559, 2445, 5536]]) 5536 5536 -1
2023-08-27 18:47:07.506 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 0 len 4 l2r score: -7.725295290350914 ctc_score: -1.0340193859667244 reverse_weight: 0.0
2023-08-27 18:47:07.507 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 1 len 4 l2r score: -7.2759325206279755 ctc_score: -2.287518013511458 reverse_weight: 0.0
2023-08-27 18:47:07.507 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 2 len 4 l2r score: -12.090518333017826 ctc_score: -2.844500688413069 reverse_weight: 0.0
2023-08-27 18:47:07.507 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 3 len 4 l2r score: -11.354958415031433 ctc_score: -3.415407598626668 reverse_weight: 0.0
2023-08-27 18:47:07.507 | DEBUG    | paddlespeech.s2t.models.u2.u2:attention_rescoring:587 - hyp 4 len 4 l2r score: -7.621233858168125 ctc_score: -3.712699519323472 reverse_weight: 0.0
